问题,回答
预制菜的必选品类有哪些特点？,预制菜的必选品类属于偏高频的生意，使用者比较精明，复购较多，消费频次偏高频，购买者有一定的使用习惯。
哪些生意属于刚需高频？,火锅底料、休闲面点
哪些生意属于休闲低频？,人为主/外卖店基础调味品
哪些生意采购单元较高？,刚需高频生意，以家庭为单位
哪些生意采购单元较低？,休闲低频生意，非专业下厨（年轻人）
预制菜的规模和品类有哪些？,中国2020年广义预制菜规模4220亿左右，其中狭义预制菜1070亿、速冻调理肉制品1150亿、速冻米面770亿、净菜1100亿、自热食品130亿。品类有牛肉、肉禽、猪肉、水产、中式面点、西式烘焙等。
预制菜的B端和C端占比是多少？与日本相比有何不同？,中国预制菜B端:C端接近8:2，与日本相比，2020年冷冻调理制品B/C端比例接近1:1，我国C端预制菜尚有较大成长空间。
预制菜市场的远期空间有多大？,预计未来中国预制菜市场保持15%左右增速，其中速冻菜肴保持20%增速高速增长，预计2025年，预制菜市场规模或达8000亿元。
麦当劳、肯德基、必胜客等是哪个时期出现的快餐店？,上世纪90年代
预制菜行业在B端步入放量期是在哪一年？,2014年
冷冻烘焙在B端逐步兴起放量是在哪一年？,2016年
预测未来中国预制菜市场保持多少的增速？,预计未来中国预制菜市场保持15%左右增速。
部分工业化改造中预制食材占菜品食材的比例是多少？,预制食材占比在40-50%。
完全工业化改造中预制菜渗透率有多少？,完全工业化改造中预制菜渗透率低于5%。
B端预制菜的规模和占比分别是多少？,2020年中国B端狭义预制菜规模约827亿，B端占比78%。
未来预制菜的增速预计是多少？,预计未来中国预制菜市场保持17%左右增速。
预制菜在B端中占比高达78%。,B端规模增长来自预制食材比例上升连锁化率提升人工租金成本提升工艺技术进步。
彭记坊是做什么类型的餐饮的？,彭记坊是一个以特色原料和制成工艺为特点，扎根中高端餐饮市场的品牌。
彭记坊的主要下游渠道是什么？,彭记坊的主要下游渠道是中高端连锁餐饮和酒店渠道，客单价在60元以上。
牛肉类菜肴价格为什么普遍偏高？,消费者观念高定价，宴席菜肴摆盘、菜肴名称高级，宴席菜品价格高。
中式面点与西式面包的成本和售价有何差异？,中式面点和西式面包单位成本接近，但售价差异明显。
如何让餐饮单品规模大？,单品规模大的主要因素是盈利能力强和标准化程度高。
中餐和西餐在标准化程度上有何差异？,西餐易于标准化，而中餐由于烹饪技法太丰富，标准化程度较低。
中式正餐和中式小吃的应用场景和渠道适用性是怎样的？,中式正餐和中式小吃可以应用于不同的渠道和应用场景，如大B的宴席菜肴、小B的家常菜和C端的小吃。
预制程度加工深度对菜品应用场景有什么影响？,预制程度加工深度越高，菜品的应用场景越小。
中餐菜系的口味和成瘾性对于菜品的全国化有何影响？,口味重和成瘾性强的中餐菜系更容易全国化，如川菜和湘菜。
中餐菜系的适用性和延展性如何？,中餐菜系的适用性和延展性较强，可以灵活搭配和延展，如湘菜中的肉类。
盘点美味是做什么类型的餐饮的？,盘点美味是做预制菜的品牌。
盘点美味的核心用户群体是什么样的人？,盘点美味的核心用户群体是20-40岁年龄，生活节奏快，时间成本概念强，不会做饭或不想做饭的年轻群体。
产品的预制程度对应用场景和生产工艺复杂度有什么影响？,产品的预制程度加深，应用场景越细分，规模会缩小，但通常附加值会上升。
盘点美味的中期目标是什么？,盘点美味的中期目标是B端做强，C端做大，加大线下布局，两条腿走路。目标为3年内新增3000家门店。
中小餐饮商户目前主导市场是什么规模？,中小餐饮商户主导市场，连锁经营的中小餐饮商户数量在1-5家之间。
预制菜厂家的体量普遍在多少亿元以下？,上游预制菜厂家体量普遍在2亿元以下。
渠道商在餐饮产业链中的议价力如何？,目前渠道商在产业链中议价力较强。
B端不同业态的需求分层如何？,B端不同业态需求分层，连锁餐饮/酒店看产品力，乡厨看性价比和客情，团餐重视食品安全与供应稳定性。
预制菜对后厨改造的渗透空间如何？,预制菜对后厨改造的渗透空间，连锁餐饮（正餐）>酒店宴席>团餐。
冷冻调理食品和冷冻蔬菜的规模分别是多少？,冷冻调理食品规模359亿元人民币；冷冻蔬菜规模65亿元。
2020年C端冷冻调理食品规模是多少？,2020年C端冷冻调理食品规模204亿人民币，占比57%。
日本冷冻食品中，哪些品类占比超过87%？,日本冷冻食品中，面米主食和炸物占比超过87%。
中国预制菜行业的企业模式和规模是怎样的？,中国预制菜行业企业模式以产品/资源型企业为主，集中度低，CR5约12%。
中国预制菜行业的发展阶段是怎样的？,中国预制菜行业处于成长初期，企业快速发展规模的阶段，加快原始积累。
味之素是做什么的？,味之素是专业做调味料和速冻食品的企业。
味之素是如何进入冷冻食品市场的？,味之素利用其在调味料业务中培育的技术，推出了以高品质和奢华为诉求的高价产品，抓住了消费者的需求，成长为顶级品牌。
日本预制食品行业的集中度如何？,日本预制食品行业的CR5为12%，集中度不高。
日本预制食品行业的净利率如何？,日本预制食品行业成熟阶段的净利率不高，企业净利率在0-5%之间。
中国市场中生腌制品的标准化程度如何？,生腌制品在中国市场中具有较强的标准化程度。
